情感倾向,评论内容
2,这种电影怎么会有这么高分？
2,为什么融两个三个梗就是抄袭，融一百个梗就能成为wildly original modern masterpiece？不理解
2,45分钟的前戏都没把我给支棱起来，我还是萎了弃了，确定男主角不是AI换脸装路人的成龙吗？纯属个人智商低下没能力理解，你拍得一团混乱，我看得一头雾水。还有人像我一样停留在4G网络，被进化到元宇宙的世界抛弃的人吗请你举个手，让我知道自己不是一个人。
2,"想做up主的可以看看哦，想要进入影视行业,制作我们喜爱的电影和电视剧、综艺节目和短视频？这里有一份适合新手学习的后期资料包，附赠影视后期素材以及软件安装包，剪辑、特效、建模全都有，想做自媒体，抖音短视频，拍摄vlog，制作鬼畜 / 商业推广宣传片/ 定制设计做副业"
2,这年头好好讲故事就这么难么，纯烂片
2,"这个故事中母女关系的部分我始终不能共情，这对母女没和解之前的状态，已经是很多母女努力尝试解决后的状态了。你都能和你妈出柜了，你已经赢了90%的女儿，我一个要饭的乞丐根本共情不到有钱人对食物的抱怨。

杨紫琼的角色也没有真的吃过苦，无论在哪个宇宙，都有人在精神和情感上支持她，就这一点她已经又跑赢了90%女性，她甚至都没有过真正的孤独。不知道，也许她有一些精神上的困扰吧，可以选择就医或找个正念教练。

这部电影根本也无从谈“美”，它的“美”像它本身一样充满了刻板印象。科幻的部分不值一提。"
2,太难看了 跟青春变形记一样难看 原谅我无法跟一个为了让亲妈完全接受自己是女同于是试图毁灭全宇宙的自私华裔共情 更何况这电影还拍得节奏混乱 画面又丑又脏 好莱坞真的找不到年轻的好看点的华裔演员了吗？
2,大概是我近期看过最烂的片了吧
2,期待拉满之后只觉得沉闷，尴尬且想吐。所有一切都异常强行，没有function，没有弧光，没有母题，有一种被强制带着扩睑器疯狂刷抖音的感觉。任何情感和期待的投入都是徒劳的。漫威粉丝倒是可能会说一句，诶你这个好，比刚才那个巧妙。
2,很显然不是亚裔性少数女性在家庭压力下写出来的剧本。两位导演在校时期都见过，客观事实就是我们学校电影系确实烂啊，还只会拍mv+元素堆砌+无论是谁都认为自己是全宇宙最具有lgbtq表达欲的人。这种亲情关系可以瓦解成杀母之恨又可以提纯到宇宙万物的答案，可以神乎其神穿越一切，但多少个宇宙过往云烟后你妈还是你妈，恭喜你，你这辈子无法摆脱。
2,内核或许是虚假的，但从戏剧角度上是可以的。问题是角色只是意象，忽略演员的存在，甚至无法对情景作出一点点有意义的回应，一切反应都是其他烂片的印象式拼贴，是唯编剧意志的，当然可以节奏很快，因为没有真实的速度。如果电影不能自我思考，就算看起来是原创的，也只是杂交乱伦的产物。
2,混乱到让人焦虑，视听大灾难。（徐熙娣：不！！！要！！！吵！！！
2,怪力鬼神不伦不类
2,观感恰如把肛塞塞进菊花里。
2,人物的情感动机和行为逻辑都是垮掉的，支撑电影的是一地碎成渣的屎尿屁无厘头和炫酷特效，完全是好莱坞工业走到尽头的样子
2,额…………令人疲惫的不是视觉奇观也不是奇幻设定，是作为“精准受众”从影片第一分钟起就逃离不开的精神教化和情感压迫，好累！我们拒绝妈的全宇宙，就跟我们要拒绝李焕英、拒绝青春变形记一样；而在这样的命题之下，我想，不止是东亚女性和华裔母女，如果换成男性的故事也不会有太大差别甚至可能更糟（毕竟母女还能涕泗横流的拥抱是吧？x）。于是，我们更遑论片中的多重宇宙进程设置在影片物理进度条上的杂乱排布，那些毫不克制的美学陈列，以及试图唤起观众对演员本人背景记忆的努力，都使得人物的情感追索在创作者喧嚣的企图心之下山崩地裂，不堪一击
2,这不是电影，是命好题目的短视频集合。列好框架，一直打磨往里面加散装素材，最后扣题，太生硬，太学生了。
2,这是什么恶趣味电影吗，茶菊花那一段真的没吐，还有一开场的尴尬的李小龙，刻板印象和东方主义竟然还在拍？？？so sorry，平行宇宙这也是个老梗了吧，无语??
2,把所有的调料都塞到一个锅里然后没有开火的味道。
2,期望太高没有达到预期的电影。可能对于我来说不太理解的一点是最后仍然困于了母职，那么多个宇宙的精彩人生最后被恶趣味消解掉了，没有形成有效的对照，因而不太有说服力，不过相比《青春环游记》，这部的确更好地呈现了母女间的那种连带关系，我始终认为弑母不同于弑父，前者包含对母亲也能逃脱被压迫命运的期望和关照。
2,学渣理解中的多元宇宙就像被毕加索误读的汤姆森和爱因斯坦，徒剩满屏裂碎，可毕加索好歹对着追问敢于朝天放枪，这部电影却偏偏还要絮叨地自圆其说，连石头都不允许沉默（还奢谈什么爱的包容呢）。
2,真的不行，看完啥感觉呢，就像一个美国小孩走上舞台一顿大招输出唱了一首花式茉莉花，跟你说嘿，看我多牛逼，我会唱会跳会rap，而我只觉得他吵闹又肤浅，还是原版茉莉花好听，btw，还是感觉导演像是嗑药嗑high了
2,"broken English，功夫，长辈对晚辈不切实际的要求和期待。为什么2022年了亚裔电影里还是这些元素啊？我想看别的了！！另外，恶趣味一点不有趣，只有恶心！！画面令人晕眩，像做了两个小时的过山车。如果这是AAPI representation, I don’t wanna be represented! 平行宇宙的东西我更喜欢看《降临》那样的！！"
2,讲真，绕这么大一个圈，只为了讲母女关系的和解，真没必要，母女矛盾也不必上升到宇宙空间才能引起注意吧，何况故事讲得还不咋地。
2,脑洞片，内核框架跟turning red很像：强势老妈+无能老爸+叛逆女儿，介于难看和诡异之间，全程内心“淦、真几把怪，再看一眼”
2,之前隐约的预期是一部动作片，实际上情节也确实由动作推进，只不过设计和执行都稳定维持在广播体操水平，眼花缭乱只是因为用了一些MV惯用手法拍了个烂俗平行宇宙概念，可怕的是概念所托举价值更加烂俗，无厘头和低俗坏品味还能提起点兴味，但毫无节制的慢镜头和那些人故作深意的絮叨实在让人忍无可忍。
2,导演的自嗨宇宙。核心创意像《千年女优》，母女关系的部分处理的毫不打动人，中间还夹杂着毫无必要的导演恶趣味。
2,亚洲导演拍亚洲人好像都开始迎合一种论调，长此以往，ALM不远了
2,怀疑和好评们看的不是一部电影，每一分钟我都想问这是在干什么，乱七八糟。还以为我的电影审美和幽默感出问题了。导演是不是看过《叶问4》。我就是这个宇宙的杨紫琼，我是成功之母。华裔导演用轻松的笔触去写父权虎妈，最后也就囿于这一方阴影了。妈就算成了超级英雄还要逃避女儿的追杀，爹软弱无存在感还得硬写闪光点，东亚女真可怜。
2,本来带着很高的期望去看的，真的不明白这么高的评分是为什么。同题材的电影小说写的更好的多了去了。里面的梗和恶趣味真的让人浑身不适的程度了。救命
2,这里面不还是一样的对中国的刻板印象吗？功夫就不是刻板印象了？这简直就是B级片。
2,概念挺好，呈现方式无法接受、不可理喻。开头五分钟就想退出，实在很难相信这玩意儿真的拍成了一部电影，真的能被叫做电影，我还看完了，1.5倍速。搞个十来分钟的短片玩玩就算了，好浪费时间，不如刷一集爱死机。ps.还是要重复看完尚气之后的感想：再看老外对中华文化的尴尬意淫我就是傻逼。
2,烂得完全看不进去，黑胖矮LGBT女儿的选角就是一个开屏雷击，中英文夹杂的“协和语”再次令我感到不适（你们干脆全英文吧，这样我听着也舒服点），到了回忆杀杨紫琼扮嫩的戏码我属实绷不住了，要么换演员，要么用特效做年轻一点不行吗？接下来我已经懒得关注这个片子如何阐述美式价值观了，北美高华拍的伪华人片以后可以避雷。
2,杂乱至极，毫无美学…是怎么做到把东亚家庭亲子关系叙述成如此点到为止的禅意感的…又不是功夫
2,男的公鸭噪音，蹩脚的中文，还有过家家似的剧情，让人特别出戏
2,"喜欢的人可能会很喜欢。
我个人是极其不喜欢的。
一分钟说明白的故事（姑且算是有故事），注了两个多小时的特效水，我不是不喜欢看科幻特效，只是觉得这片用的太泛滥了，是那种无理由的无处不在（不明白为什么）。而且元宇宙也不算啥科幻了。
再说内核，这片女主的种种生活囧境（事业，老公，女儿等等），最后靠“回忆”和所谓的“爱”，就都搞定了，也太童话了吧，真是包治百病。完全是“主观臆想”，这片就是“天马行空”的爆米花煽情烂片。实在闲的没事，看个热闹算了。（我也是真够闲"
2,每年都会有那么几部好评度颇高的爆款电影冒出，但每每看完，惊喜都会变成失望。这部电影给我的感觉也一样，它的点子真的很有创意吗？我怎么感觉蛮俗套的，最终迎来的亲切大和解也很无力。如果我们把电影切开，从呈现的场面上看，它无非就是一段接一段的动作打斗戏吧，随意出拳，没有章法，看得我脑袋嗡嗡响，说是喜剧的话，全片唯一把我逗笑的是那两个坐插天王...好恶趣味。另外，男主演真的好像成龙！
2,建议不会讲故事的导演不要拍电影。我真的会谢。实在太怪了。导演更适合去拍mv 全是元素堆砌 啥都带上一点 啥都讲不好…说它元素设定新奇吧 内核又刻板腐朽 说无厘头吧 它又太认真到完全不好笑 想搞点禅意 但又完全点错穴位 太太太太怪了（（首先需要宇宙跳跃才知道人类是多么small&stupid就已经够stupid的了 就好像有人神神秘秘说告诉你个很特别的事 让你去洗个耳朵 洗完一听 原来说的是1+1=2
2,居然是个美式闹剧。一秒钟都不停的音效是要让神经衰弱者直接崩溃吗？
2,/chy/这到底是个什么乱七八糟的元素凑成的一锅烂炖，实则就是拿一些所谓媒体关心的边缘话题开刀，哗众取宠。更像是那些脑袋空空的富二代或幼稚的华人留学生会在电影院里看的泪流满面的作品（前者不会哭，在他们觉得合适的点或者见到彩蛋的时候会卖弄一下自己贫瘠的各方面知识来暴露自己的无知，更让人难受的是他们还觉得自己很了不起）他们的父母会对他们说孩子世界是你的，走向世界吧（是这样走的：自封为人上人，走到哪个地方，路口或者商店，都要锋芒毕露高人一等，就算根本没有锋芒也要强行制造来满足自己那脆弱的虚荣心，无比幼稚），而他们竟然相信了，这太让人发笑了
2,花俩小时看了一部制作精良的trash，能看出导演很努力的在讨好市场，给自己的影片叠buff，多线宇宙、无限可能性、LGBTQ、有色种族、异文化体验的新鲜感。两位主演的台腔港腔普通话让双语者也不得不看字幕。不懂是编剧能力有限还是导演的思维深度很浅，想表达的东西没有核，传达不到c端。in short，充满stereotype的一部平均水准网剧
2,这电影很绝，绝在用了几乎所有我对影视创作最讨厌的元素，集结拍成了这样一部混乱（自说为天马行空）的电影。电影从头到尾用了无数人物平行宇宙中的人脸特写剪辑成一堆，急速跳越企图做到瞬息全宇宙的概念，却不好好沉下心讲好任何一个宇宙里的故事。男主选角失败，插菊花大战、头顶干脆面大战，以及les情侣之间变成柔软的香肠双手，用脚弹琴等令人看得坐如针毡，最后来了两块石头，对白又苍白无力，看看《红楼梦》中的石头记，曹雪芹早在两百多年前就抒写得更富有哲理和想象力了。如果要小成本和比创意，不如从头到尾就拍那个山崖上的两块石头，从头到尾出字幕对白，讲好故事讲好人生大道理，倒也是一种新意。这样一部讲述家庭和母女关系的奇幻片，它本可把该讲的故事讲感动的，比如外公抓住gf的手用粤语说“女朋友”时多美好啊！
2,如果所有主题空洞，节奏混乱的电影都可以用“虚无主义”一词来解释，那么制作电影这活太好干了。这片想让主人公通过茫茫的多重宇宙重新发觉现实的价值，但最大的问题是影片开场对这个移民家庭的生活描写，根本没有现实的着墨，拍得就像儿戏，而且仅一场戏来交代这个家庭的现实处境是根本无法建立可信度的。无厘头喜剧是用荒诞去映衬现实，而现实才是必要前提，否则就会像这片用荒诞去映衬荒诞，看完之后不知道在干嘛，完全看不到人心。试问导演在拍这个移民家庭之前，真的有调查过美国移民家庭吗？引用我朋友对这部电影的评价“典型的学院派出身的导演拍出来的电影，除了电影什么都不懂，能看出创作者对生活，经济，社会，历史，哲学，现实世界一无所知。”电影技法是基本功，但是社会观察才是苦力功，有技法而无观察，就是在避重就轻地偷懒。
2,waste my time 垃圾中的垃圾
2,烦死了，看了一个小时关了。一直都是吵闹，信息量很少的那种无效的凌乱和吵闹，感觉特别无聊，而且我一次没笑出来，我知道有些笑点电影院的人会笑，都是在肢体上的滑稽，没有幽默，剧情很老套，总能猜出下面要干什么，非常不喜欢，看不完，今年第一次一颗星！
2,没办法看完。
2,像是导演编剧集体抽完大麻后整出来的一堆自以为很有想象力的东西，太混乱了，看得人很累，不喜欢低俗梗，讨厌刻板印象，厌倦了用爱感化世界的俗套结尾，get不到
2,这什么玩意儿？八十年代的美国中式家庭吗？挺简单的主旨拍的乱七八糟。这TM也叫天马行空？千万别上中国院线，纯属骗钱！
2,这，这根本就是好莱坞版《你好李焕英》吧！不过杨紫琼的角色，更加去温情化，彻头彻尾的“恶魔母亲”：否定自己的人生，放弃改变的可能，沉溺幻想的虚无……子女的不同选择，就是对她人生的全面否定，是她最害怕面对的。电影将远远称不上叛逆无非是刺青和同性恋的女儿塑造成想象中的大反派，这思路和把小孩送去给杨永信电一电就能治好不听话也没两样吧，结局却依然顺拐地走向和解与大团圆，太可怕。
2,哎……你说骂也不是夸也不是，本来是挺好的创意和想法，相信在电影院加上3Dmax视觉效果应该也是很不错的。但是回归剧本，回归电影本质来讲，真的，啥也不是。原本优秀的创意和想法都被那些低俗自作聪明的小情节毁的是体无完肤，开场节奏就没有掌控好，世界观的构建完全没有成型导致从一开始就无法被带入以及与人物共情，这么讲并不是说给高分的各位没道理，只是真的不是我的口味，另外也是真的觉得惋惜。愿以后不再被高口碑欺骗……
2,啥几把玩意儿？？
2,打着动作片的旗号讲了一个所谓“以爱之名”的故事 片中时不时的煽情说教很生硬 浪费了那么多特效 很无聊的一个故事 拜托 american chinese不是只有永远的父权可以讲好吗
2,从《爱情神话》到《瞬息全宇宙》，我再也不想看新人自编自导的电影了，以为自己是伍迪艾伦，妙趣横生？玩结构，玩概念？不过是一些刚开始发育的人给黄口小儿拍电影看罢了。
2,这啥……当石头多好，其他都好累。
2,现代人吃的太饱了咩？感觉主角一家遇到的都是些生活琐碎，就这点不如意就想毁天灭地的样子，那你让众多国内的普通家庭还怎么活啊。阿尔法宇宙的人都挺混蛋的，跟某些自大的漂亮国一样，总留一地鸡毛给别人。我就想问，那个最初殴打税员袭警的平行宇宙怎么洗~
2,两星全给石头那一段 电影给我的感觉像那种连环噩梦。。。。。感觉是嗑嗨了之后编出来的情节
2,害就这啊，这核心思想也太老套了吧，怎么还在批判亚裔母亲“虎妈”形象啊，真的太傻逼了吧，美国人眼中的中国人怎么永远这个调性啊，除了有些脑洞还凑合的，拍的是真混乱啊，我还以为是多牛逼主题呢，大吐特吐，精准踩雷
2,no my type
2,为杨紫琼量身定制的武打动作片，实在抱歉，对这种胡闹的无厘头恶趣味接受无能，但是主旨与内核倒是挺温馨的，verse-jump的设定和概念也新颖有趣，2001热狗手指那里直接看不下去了，此后就戴着耳机用音效煲耳机。第一次打开这部电影评分是8.6，现在降到8.0，不知道此后会不会跌破8分。剧本像是ai随机生成的。宇宙就是一个百吉饼，迟早要塌缩，一切都毫无意义。taxes suck！【WEBRip/DDP5.1/264/NOGRP/6.4G/英字】
2,除两块石头外，全员抽风到难以忍受的地步。
2,不太想评价，对我来说很难看的一段视频
2,把屎拉出花并不是想象力
2,如此浪漫、恢弘、璀璨且花哨到极点的拍法儿，辐射的话题内容却如此稀薄。没有新的视角，没有新的问题，没有新的解法，没有新的感动。
2,D— / 如若只是如同Tik Tok+漫威+混剪视频式的娱乐花招以及多元宇宙的商业设定，或许还能享受其中的愉悦性质。诚然，除去同一剪辑手法无节制的滥用让人头痛外，还强行把知音式的鸡汤内容用走马观花的奇观来包装，石头对话那段cheesy到头皮发麻，母对女的挽救是毫无秘密的事实，依旧是再怎么天花乱坠却顺拐到没有一丝秘密的电影。其实不是不能把“假大空”的本真情感讲好，看看「云图」。
2,我已经很久没有看如此令我难以下咽而倍感头大的电影了，从半小时的时候就开始疯狂看进度条还有多少时间，无数特效和模仿镜头往我脸上砸的感觉像极了我在看电影混剪而他们恰巧用的是同样的几个演员。看似是迷影人玩梗实则是多元宇宙的谎言，到最后无论在哪个宇宙都还是家庭、爱和选择的故事。剧情无功无过，但却仿佛还是在亚裔的stereotype里打转，唯一有趣的代际冲突在那一句“女朋友”“what did he just say”中得到一些拯救。我想到了一个形容此类电影的新词“七巧板电影”，指看似铺的平平整整满满当当，实则每一块都奇形怪状。//我们终究会选择原谅，原谅我们是我们，而爱永存。
2,吹 接着吹！
2,感觉是上上个世纪的华裔叙事。还不如红熊猫。
2,虽然我理解导演大概想表达的是什么，分身和自我，前世和现在之类的，但是这个“新奇”的表述方式真的是一团乱麻，而且手指那部分让人很不适……
2,强迫自己看到2/3后终于还是选择放弃，否则不是进入梦乡就是反胃呕吐。这部被各媒体疯狂推崇中国影迷年庆般期待的片子竟没有半点在我的兴奋点上。和两位导演之前的《瑞士军刀男》一样，从一开始就如同一口老白干搭配一口冷汉堡或是一碗牛肉面混进一份冰拿铁，挺独创的挺脑洞开的挺天马行空的但是完全不是我喜欢的味。所有演职人员均非中国籍拍出来的中国元素就是一个个纸老虎而已，充斥着西方的假大空和恶俗味。总归一句话，咱的审美造诣确实不够get这种牛掰片。
2,这是电影？抖音刷多了智商都降到零了吗？
2,感觉和《青春变形记》一样都在讲亚裔家庭的自我认同和传统父母，恰好两部的手法和想要探讨的感觉我都不喜欢，感觉并没有拍出那种中国父母和子女相互伤害又相互关心的感觉。
2,大型加长广告片。不是承认彼此都很普通很乐色就可以 而是 东亚母女关系是不可能和解的 成为石头也不可能。爹-女儿这一层关系就更不可能了。东亚人唯一的破局办法就是成为哪吒自刎。
2,完全get不到表现手法 
2,伪英雄片（真英雄片突出社会性）+伪cult片（真cult片突出反叛性）=传统家庭片。大多数电影都用寻常角色讲非常事，这片子里的爹味妈和妈味爹，太不典型了，代入感很差。同题材的红熊猫虽然也烂，至少把我看哭了，只能说性转强扭改过的剧本确实没办法甜，爱蹭热度的男导演果然不行。希望有朝一日真正的大女主戏，她的爱情和亲情部分可以淡化到大男主戏一个比例。
2,"太累了，为什么做亚裔女性哪怕已经是宇宙里独一无二的超人还要听从软弱老公那一套love heals all的狗屁人生哲学，还要强行绑架下一代重复再重复这些bullshit mess；为什么荧幕上的挪威女性寻找人生就是去恋爱，为什么荧幕上的亚裔女性寻找人生比取经还难，还得拍成科幻片，到底是谁在恶性循环谁。Such a bullshit, fucking bullshit. Bullshit is all."
2,恕我欣赏无能，简单来说就是：眼花缭乱，色彩缤纷的一顿窜稀。
2,一个字：乱
2,什么狗屎玩意
2,即便整部电影充斥着无数惊奇而刺激的奇观化场面，但我们仍然能感觉到好莱坞创作生命力的匮乏。整部电影如同一个巨大的资本主义式的商品陈列展，其以一种无政府式的影像拼贴走马观花地将那些影迷梗、潮流文化、无深度平面化的互联网媒介与元宇宙化为一道巨大的景观银幕。无非又是一次资本与种族的合谋，这种利用爱来弥合一切的新瓶旧酒式的做法和国内变形记中煽情甜腻的泪水冲堤又有何区别？
2,很好 多好啊 母爱的伟大胜利 又一次 本质就是一个我妈逼得我想自杀但是我连杀死自己都做不到的故事 何必呢 本质就是妈妈的乖女就别装叛逆了 打扮得再亚逼有何用 你妈眼里还是没你只有她的乖乖老公 没有你你妈就是大明星  跟故事的傻逼比起来其他花活的傻逼简直就不值一提了 真的 大家彼此放过吧 #要善良
2,疯疯癫癫，神神叨叨，强行恶趣味还要上价值，天马行空？真的看不下去
2,虽然天马行空，但全程一个梗玩到底，真是疲累，所谓东亚家庭关系就那么回事吧，家长里短剧还没看够么？
2,？？？？？啥玩意儿？？？？？为啥要这么折腾？？？？九脸懵逼？？？头晕册那！堆砌各种梗，堆俩小时...奇奇蒂蒂堆迪士尼梗比这好看多了...感觉像是看了个加长版本rick and morty
2,做哪吒不好吗？杀不了妈我杀自己还不行吗？和你妈解啊= =
2,（写广播被所了我只能写到电影下面了）看了半小时……看得极其难受……一个欧美人刻板印象中的“亚裔绝望主妇”：家庭的独裁者，被无用颓废的家人拖累，无法融入社会，密不透风的自我文化壁垒，周围“正常的”欧美人眼中的怪胎。（同样女主的家人们也都是欧美人刻板印象中的亚裔家庭典型成员，eg一个无能的丈夫和一个吸取西方文化之精华的叛逆女儿，就想想和前阵子那个小熊猫动画是不是一模一样）当女主老公使出欧美人刻板印象的李小龙招式，我崩溃了……这种不适感来自于一个不友善的主角塑造：混乱，麻木，失控中反映出创作者对角色亚裔特征的轻蔑和否定。
2,太失望了，还以为能看一个脑洞飚飞的爽片，结果被掰着下巴猛灌一碗“在宇宙中心呼唤爱”的鸡汤。用多重宇宙搭了一个看起来绚丽实则不堪一碰的花架子，试图掩盖其土到极致令人作呕的精神内核，看他们在舞台上强行演一出“我们一家多有爱”的戏码，真是让作为观众的我尬得坐立不安。求求你们，有精彩的人生就去过吧，别再“为了你我愿意报税了”。
2,这种形式的艺术对于人类来说还是太超前了。
2,就这 就这  就这    就这     就这         就这
2,如坐针毡………请把那年的昂山素季找回来
2,①「平行宇宙」和拯救世界的梗不過是一種形式主義的膚淺，很多觀眾卻以此為樂此不疲的有趣，頗為狹隘；②劇情幾乎是小兒科式的，而且西方環境下對於東方文化的「家庭困境」式解讀與理解也儼然成為當下的「流行」；③總體上電影符合一種「抖音」式低廉，包括關繼威的鹹魚翻身難道不是因為資本看中其「酷似成龍」？
2,标准的好莱坞三幕十三拍式的剧本，抛开老套到掉牙的爱与和平主题，依旧处处是槽点，廉价质感的妆造，网络段子风的笑料包袱，一会儿ppt一会儿中场出结局字幕，导演无处不在的小聪明让这个本来就非常一般的故事雪上加霜，再加上摄影剪辑也并无出彩之处，两个多小时实在让人无聊到看不下去。看来今年一部青春变形计还不够，还要换汤不换药的再来一部真人中年视角版来伤害我的感情
2,"后疫情的类型片多少沾点大病
像是詹姆斯古恩拍了低配头号玩家"
2,逻辑混乱，人物单薄，剧情奇怪，文化歧视
2,观众究竟做了什么孽，要被这样的辣鸡影像惩罚？
2,杨紫琼如果可以讲淮安话，我愿称之天马行空。
2,i don‘t understand 我努力了，从半小时到一小时，我很想坚持看看传说中的小石头到底有多妙，实在看不下去。
2,看这个，我还不如再看几遍瑞克与莫蒂。
2,一个非常吵闹的烂片，大可不必彩虹屁。
2,这电影的剪辑加情节处理一看就有问题啊，都明显压过故事本身了，导演能力明显不行，拍出来的成片思绪混乱，情节不知所云，人物表演造作，你们到底在吹啥？莫名其妙简直是
2,苍天啊 和瑞士军刀男一样的无聊 
2,快两个半小时的短视频剪辑。把一大堆垃圾食品倒在一起，炸鸡、汉堡、披萨、奶昔、可乐……搅合出来的东西，非常恶心。然后还要上价值，说两句广告词包装一下。抱歉，被恶心到了。
2,一部不伦不类的片子，看看豆瓣那群装逼侠努力去理解和表述的样子，简直跟拿了工资必须把这片子吹上天一样。这是部看了没什么快感和收获的片子。文艺作品要让人在过程中有感受有感悟，而不是看了半天发现：??原来它要表达的是这个。
2,我居然看了，我有罪啊woc！
2,其实不需要多重宇宙，不吃甜甜圈就好了，哈哈。邓莹给了一个很经典的评价，说“和王晶的电影相比，我还是更喜欢王晶。”哈哈。年轻人的视角向来如此，既然无法毁灭糟糕的世界，我希望找个人来爱我，与我共情。导演的问题就在这里，他的眼里只有糟糕的世界，却没有糟糕世界里“有趣”的东西。就像安迪沃霍尔说的，一篇糟糕的文章来自于无视正在发生的“无聊/有趣”的事情。
2,虎头蛇尾，创意虽然还行，但我看过超感8人组，这个就感觉不算啥吧。。。而且电影内核实在很空洞，片子开头给女主设置了很多困难，最后的情感落点和解决方式却过于草率。加上我最近也有看了青春变形记，我觉得这部还不如它呢，它最后妈妈好歹放手了，这部最后。。。感觉含糊其辞假模假样地大团圆，虚无主义者的三观怎么可能这么轻飘飘就拉回来了啊，而且女主的困境，女儿的困境明明来自于整个父权社会，怎么能可能是家庭内部的和解可以治愈的呢。
2,实在看不下去
2,8分？excuse me？？？？？一个无厘头纯飞??合家欢电影？？？？？？披着黄皮演绎着美式????P幽默，开的脑洞都浮于表面，硬套在主题上，像个靠图片堆积的PPT。这个主题就更别提多无聊了………像一具穿金戴银的塑料骷髅。然而，这就是整个世界的高频率博眼球审美趋向………但也看到真实的朋友感动到涕零，只能说没想到人类的感情这么不相通
2,如此烂俗无聊的故事与主题，如此花里胡哨屁用没有的包装，如此居高临下的刻板和挪用，A24这种一贯擅长营销高概念作品的制片公司还能赢得薄幸名，雄辩地说明了当代观众需要多吃些猪脑和猪鞭补充身心所欠缺的部分。
2,请素我欣赏不来，整部电影让我感觉有点神经，还有请不要把它归为喜剧，谢谢。
2,童趣？太闹了……
2,不好看，甚至觉得无聊，对移民题材无感，对超级英雄无感，那个丈夫一讲普通话就像个尖声细嗓的公公，实在是emmm
2,神神叨叨，莫名其妙，脑洞大开，可能疫情让观众也疯了给这片子好评。
2,我很想祝福亚裔在好莱坞的进步，但这个“进步”的代价是牺牲电影的价值。如果你把一下午刷过的抖音拍成一部电影，那你就得到这部正如其名的电影：吵闹，拥挤，冗长，没有任何情感，没有任何危机，因为你自己都说了“nothing matters”，观众为什么要在意？只有无数个几秒的小聪明、致敬，和说这么多等于什么也没说的空虚。
2,不知道为什么评分会这么高，明明各方面都很一般，演员都像是横店的群演，服装道具场景乱得一塌糊涂，剧情也是想一出是一出，一开始好像是要拯救世界，到最后竟然是最老套的亲子和解……不是以为扯上多元宇宙就一定会火吧？各种梗尬得不行，片子时间还扯得那么长，真是快坚持不下去了。60岁高龄的杨奶奶苦苦支撑，看着真累……
2,磕了很多药，整了很多活，但是真的没有更深的洞察了么？
2,J&B、G&S。
2,十分无聊，是另外一种想象的共同体，没有深刻family issue的人去猜想其他人的选择，你不能不主流，你不能不去拥抱孤独，你不能不去give a damn。我在要求的就是不快乐不在意不妥协的权力，而不要去选择这片子一样新奇的皮肤下腐烂发臭的圆满服从。天马行空的从来不是表现方式，而是想象内涵本身。
2,用最极限的脑洞讲述最简单的家庭感情，突破了银幕的风格，也突破了我的大脑，直至炸裂
2,愚蠢嘉年华，从胡闹到爱与谅解的套路。“尽管你一再让我心碎，我想告诉你，如果有来生，我还是会选择和你一起，报税…”就这么着吧，一起报税！
2,台版译名居然叫《妈的多重宇宙》，哈哈哈哈哈哈哈哈。「人生中无数微小的决定，能产生巨大影响，你每做的一次决定 就会产生一个分支宇宙。每个宇宙都有细微不同，距离你越远的宇宙和你的差别也就越大。」表面上讲的是多重宇宙的科幻理念，实际上在讨论美国移民家庭的亲子关系问题，大杂烩式的一团乱。无论如何，看着60岁的杨紫琼英姿飒爽的干架，真的是一件让人振奋又遗憾的事情，这很可能是她最后一次的荧幕动作戏。硬要说这是一个家庭动作科幻喜剧也不是不可以，但是，外籍华人拍的中国家庭故事 也依旧透着一股子带着对东方固有偏见的洋味儿，和今年年初的迪士尼动画片《青春变形记》一样。看完电影才发现，导演关家永的处女作居然是《瑞士军刀男》，他似乎很喜欢揉合荒诞、神秘、冷幽默的元素来讲一段关于救赎的故事，但是我不喜欢他讲故事的方式。
2,真的欣赏不了 可能是我理解不上去吧…太魔幻了 全程看着视觉冲击感觉混乱闹心 观感不爽 女儿的造型和爸爸的口音时时让我出戏 最好的就是两块石头那里吧 蹩脚的中文听着难受 天马行空的画面有的地方挺惊悚 也没法共情 恶趣味太多甚至有点精神污染 生理不适 怕做噩梦 强忍着把两个多小时看完的 看得好累 如坐针毡
2,不想拥抱后现代
2,不太行，喜欢嗑药电影如我看这部就是脑阔疼。剧本顺应他坞价值观，对我来说不太能共情。视觉做到了眼花缭乱但就有种流于表面的矫饰。以及真的挺吵的，最喜欢的石头部分带来了片刻安宁，可惜太短了。
2,看得我痛经都犯了！！
2,一星给杨紫琼，一星给那两颗石头，其他都是什么乱七八糟的玩意儿。
2,看了一个小时 我要睡着了
2,好弱智啊。剧情发展全靠编剧的wishful thinking，导致人物逻辑完全自洽不起来。面目模糊，空有其表。真尼玛难看！极左creative还是不要讲故事了做你们的纯艺术好吧球球了（加一颗??给art
2,真的很不错啊，感觉像看广告一样，脑洞也很大，最后还是挺温馨的，温馨到我不知道在看什么玩意。
2,一如我看眷村一号，旁边的姑娘哭得稀里哗啦，而我像看怪物一样看她，顺便坐立不安地想着到底什么时候结束。一星给杨紫琼，一星给画面。
2,抖音卡点变装视频也能拍超体
